"Estado","tipo delito","suma delitos","pob por cada 1000"
"Tlaxcala","Despojo",2,0.00149
"Tlaxcala","Electorales",10,0.00745
"Tlaxcala","Evasión de presos",1,0.00074
"Tlaxcala","Extorsión",1,0.00074
"Tlaxcala","Falsedad",0,0
"Tlaxcala","Falsificación",1,0.00074
"Tlaxcala","Feminicidio",15,0.01117
"Tlaxcala","Fraude",11,0.00819
"Tlaxcala","Homicidio",157,0.1169
"Tlaxcala","Hostigamiento sexual",1,0.00074
"Tlaxcala","Incesto",0,0
"Tlaxcala","Incumplimiento de obligaciones de asistencia familiar",21,0.01564
"Tlaxcala","Lesiones",128,0.09531
"Tlaxcala","Narcomenudeo",73,0.05436
"Tlaxcala","Otros delitos contra el patrimonio",16,0.01191
"Tlaxcala","Otros delitos contra la familia",1,0.00074
"Tlaxcala","Otros delitos contra la sociedad",0,0
"Tlaxcala","Otros delitos del Fuero Común",141,0.10499
"Tlaxcala","Otros delitos que atentan contra la libertad personal",0,0
"Tlaxcala","Otros delitos que atentan contra la libertad y la seguridad sexual",2,0.00149
"Tlaxcala","Otros delitos que atentan contra la vida y la integridad corporal",2,0.00149
"Tlaxcala","Rapto",0,0
"Tlaxcala","Robo",2682,1.99706
"Tlaxcala","Secuestro",12,0.00894
"Tlaxcala","Tráfico de menores",0,0
"Tlaxcala","Trata de personas",0,0
"Tlaxcala","Violación equiparada",0,0
"Tlaxcala","Violación simple",14,0.01042
"Tlaxcala","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Tlaxcala","Violencia familiar",28,0.02085
"Veracruz de Ignacio de la Llave","Aborto",11,0.00136
"Veracruz de Ignacio de la Llave","Abuso de confianza",1299,0.16111
"Veracruz de Ignacio de la Llave","Abuso sexual",1183,0.14673
"Veracruz de Ignacio de la Llave","Acoso sexual",487,0.0604
"Veracruz de Ignacio de la Llave","Allanamiento de morada",611,0.07578
"Veracruz de Ignacio de la Llave","Amenazas",7929,0.98343
"Veracruz de Ignacio de la Llave","Contra el medio ambiente",31,0.00384
"Veracruz de Ignacio de la Llave","Corrupción de menores",40,0.00496
"Veracruz de Ignacio de la Llave","Daño a la propiedad",6998,0.86796
"Veracruz de Ignacio de la Llave","Delitos cometidos por servidores públicos",755,0.09364
"Veracruz de Ignacio de la Llave","Despojo",1966,0.24384
"Veracruz de Ignacio de la Llave","Electorales",37,0.00459
"Veracruz de Ignacio de la Llave","Evasión de presos",4,5e-04
"Veracruz de Ignacio de la Llave","Extorsión",938,0.11634
"Veracruz de Ignacio de la Llave","Falsedad",330,0.04093
"Veracruz de Ignacio de la Llave","Falsificación",433,0.0537
"Veracruz de Ignacio de la Llave","Feminicidio",53,0.00657
"Veracruz de Ignacio de la Llave","Fraude",3858,0.47851
"Veracruz de Ignacio de la Llave","Homicidio",1768,0.21928
"Veracruz de Ignacio de la Llave","Hostigamiento sexual",53,0.00657
"Veracruz de Ignacio de la Llave","Incesto",0,0
"Veracruz de Ignacio de la Llave","Incumplimiento de obligaciones de asistencia familiar",1211,0.1502
"Veracruz de Ignacio de la Llave","Lesiones",9703,1.20346
"Veracruz de Ignacio de la Llave","Narcomenudeo",2539,0.31491
"Veracruz de Ignacio de la Llave","Otros delitos contra el patrimonio",771,0.09563
"Veracruz de Ignacio de la Llave","Otros delitos contra la familia",863,0.10704
"Veracruz de Ignacio de la Llave","Otros delitos contra la sociedad",0,0
"Veracruz de Ignacio de la Llave","Otros delitos del Fuero Común",3774,0.46809
"Veracruz de Ignacio de la Llave","Otros delitos que atentan contra la libertad personal",1771,0.21966
"Veracruz de Ignacio de la Llave","Otros delitos que atentan contra la libertad y la seguridad sexual",1455,0.18046
"Veracruz de Ignacio de la Llave","Otros delitos que atentan contra la vida y la integridad corporal",251,0.03113
"Veracruz de Ignacio de la Llave","Rapto",0,0
"Veracruz de Ignacio de la Llave","Robo",16213,2.0109
"Veracruz de Ignacio de la Llave","Secuestro",28,0.00347
"Veracruz de Ignacio de la Llave","Tráfico de menores",0,0
"Veracruz de Ignacio de la Llave","Trata de personas",10,0.00124
"Veracruz de Ignacio de la Llave","Violación equiparada",27,0.00335
"Veracruz de Ignacio de la Llave","Violación simple",437,0.0542
"Veracruz de Ignacio de la Llave","Violencia de género en todas sus modalidades distinta a la violencia familiar",2046,0.25376
"Veracruz de Ignacio de la Llave","Violencia familiar",11321,1.40414
"Yucatán","Aborto",1,0.00043
"Yucatán","Abuso de confianza",77,0.03318
"Yucatán","Abuso sexual",110,0.0474
"Yucatán","Acoso sexual",20,0.00862
"Yucatán","Allanamiento de morada",26,0.0112
"Yucatán","Amenazas",668,0.28782
"Yucatán","Contra el medio ambiente",2,0.00086
"Yucatán","Corrupción de menores",2,0.00086
"Yucatán","Daño a la propiedad",680,0.29299
"Yucatán","Delitos cometidos por servidores públicos",55,0.0237
"Yucatán","Despojo",39,0.0168
"Yucatán","Electorales",11,0.00474
"Yucatán","Evasión de presos",0,0
"Yucatán","Extorsión",1,0.00043
"Yucatán","Falsedad",3,0.00129
"Yucatán","Falsificación",4,0.00172
"Yucatán","Feminicidio",7,0.00302
"Yucatán","Fraude",86,0.03705
"Yucatán","Homicidio",201,0.0866
"Yucatán","Hostigamiento sexual",2,0.00086
"Yucatán","Incesto",0,0
"Yucatán","Incumplimiento de obligaciones de asistencia familiar",121,0.05213
"Yucatán","Lesiones",236,0.10168
"Yucatán","Narcomenudeo",462,0.19906
"Yucatán","Otros delitos contra el patrimonio",13,0.0056
"Yucatán","Otros delitos contra la familia",15,0.00646
"Yucatán","Otros delitos contra la sociedad",2,0.00086
"Yucatán","Otros delitos del Fuero Común",367,0.15813
"Yucatán","Otros delitos que atentan contra la libertad personal",0,0
"Yucatán","Otros delitos que atentan contra la libertad y la seguridad sexual",2,0.00086
"Yucatán","Otros delitos que atentan contra la vida y la integridad corporal",67,0.02887
"Yucatán","Rapto",0,0
"Yucatán","Robo",510,0.21974
"Yucatán","Secuestro",0,0
"Yucatán","Tráfico de menores",0,0
"Yucatán","Trata de personas",0,0
"Yucatán","Violación equiparada",0,0
"Yucatán","Violación simple",45,0.01939
"Yucatán","Violencia de género en todas sus modalidades distinta a la violencia familiar",11,0.00474
"Yucatán","Violencia familiar",301,0.12969
"Zacatecas","Aborto",6,0.0037
"Zacatecas","Abuso de confianza",290,0.17878
"Zacatecas","Abuso sexual",369,0.22748
"Zacatecas","Acoso sexual",137,0.08446
"Zacatecas","Allanamiento de morada",153,0.09432
"Zacatecas","Amenazas",1342,0.8273
"Zacatecas","Contra el medio ambiente",3,0.00185
"Zacatecas","Corrupción de menores",25,0.01541
"Zacatecas","Daño a la propiedad",2717,1.67495
"Zacatecas","Delitos cometidos por servidores públicos",338,0.20837
"Zacatecas","Despojo",355,0.21885
"Zacatecas","Electorales",64,0.03945
"Zacatecas","Evasión de presos",1,0.00062
"Zacatecas","Extorsión",61,0.0376
"Zacatecas","Falsedad",288,0.17754
"Zacatecas","Falsificación",118,0.07274
"Zacatecas","Feminicidio",8,0.00493
"Zacatecas","Fraude",1660,1.02334
"Zacatecas","Homicidio",787,0.48516
"Zacatecas","Hostigamiento sexual",28,0.01726
"Zacatecas","Incesto",0,0
"Zacatecas","Incumplimiento de obligaciones de asistencia familiar",784,0.48331
"Zacatecas","Lesiones",2780,1.71379
"Zacatecas","Narcomenudeo",409,0.25214
"Zacatecas","Otros delitos contra el patrimonio",76,0.04685
"Zacatecas","Otros delitos contra la familia",119,0.07336
"Zacatecas","Otros delitos contra la sociedad",0,0
"Zacatecas","Otros delitos del Fuero Común",2098,1.29335
"Zacatecas","Otros delitos que atentan contra la libertad personal",659,0.40625
"Zacatecas","Otros delitos que atentan contra la libertad y la seguridad sexual",196,0.12083
"Zacatecas","Otros delitos que atentan contra la vida y la integridad corporal",373,0.22994
"Zacatecas","Rapto",0,0
"Zacatecas","Robo",5502,3.39182
"Zacatecas","Secuestro",9,0.00555
"Zacatecas","Tráfico de menores",0,0
"Zacatecas","Trata de personas",29,0.01788
"Zacatecas","Violación equiparada",114,0.07028
"Zacatecas","Violación simple",174,0.10727
"Zacatecas","Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0
"Zacatecas","Violencia familiar",3624,2.23409
